OID_,GEOID,ALAND,AWATER,NAME,State,County,B01001_001E,B25002_001E,B25002_002E,B25002_003E,HOUSING_DENSITY,ADAPTIVE,DEVELOPMENT
694,36047093200,280436.000000000000000,0.000000000000000,Census Tract 932,New York,Kings County,1537,693,671,22,2.471152063215849,15.0061140,79.8193512
695,36047093400,177758.000000000000000,0.000000000000000,Census Tract 934,New York,Kings County,2585,1122,1002,120,6.311952204682771,18.9156227,138.9175262
696,36047093600,165121.000000000000000,0.000000000000000,Census Tract 936,New York,Kings County,1679,729,697,32,4.414944192440695,18.6818886,136.0268860
697,36047093800,131105.000000000000000,0.000000000000000,Census Tract 938,New York,Kings County,2736,1046,969,77,7.978337973380115,21.1984291,89.3333359
698,36047094401,368968.000000000000000,0.000000000000000,Census Tract 944.01,New York,Kings County,3330,1257,1176,81,3.406799505648186,15.9711428,48.9975548
699,36047094402,106859.000000000000000,0.000000000000000,Census Tract 944.02,New York,Kings County,3314,1314,1314,0,12.296577733274688,14.7490005,32.7500000
700,36047094600,281769.000000000000000,0.000000000000000,Census Tract 946,New York,Kings County,1888,786,676,110,2.789519074135196,17.1846676,53.2012978
701,36047095000,242438.000000000000000,0.000000000000000,Census Tract 950,New York,Kings County,2751,1011,928,83,4.170138344648941,16.8274879,95.9222260
702,36047095400,237026.000000000000000,0.000000000000000,Census Tract 954,New York,Kings County,4340,1672,1605,67,7.054078455528086,18.6237335,101.4198456
703,36047095600,237582.000000000000000,0.000000000000000,Census Tract 956,New York,Kings County,4524,1526,1451,75,6.423045516916265,18.1414642,117.5751877
704,36047095800,234373.000000000000000,0.000000000000000,Census Tract 958,New York,Kings County,3378,1258,1163,95,5.367512469439739,21.2860279,117.8961563
705,36047096000,423887.000000000000000,0.000000000000000,Census Tract 960,New York,Kings County,0,0,0,0,0.000000000000000,19.8136902,15.2663851
706,36047096200,179100.000000000000000,0.000000000000000,Census Tract 962,New York,Kings County,1679,532,442,90,2.970407593523172,22.4659958,89.7373734
707,36047096400,176581.000000000000000,0.000000000000000,Census Tract 964,New York,Kings County,2469,833,752,81,4.717381824771635,20.4180851,142.5252533
708,36047096600,181211.000000000000000,0.000000000000000,Census Tract 966,New York,Kings County,2525,808,706,102,4.458890464706888,19.8315983,136.9349976
709,36047096800,149019.000000000000000,0.000000000000000,Census Tract 968,New York,Kings County,1511,472,403,69,3.167381340634416,19.9170990,84.8963394
710,36047097000,163450.000000000000000,0.000000000000000,Census Tract 970,New York,Kings County,2696,942,878,64,5.763230345671459,21.9004192,161.3571472
711,36047097400,252349.000000000000000,0.000000000000000,Census Tract 974,New York,Kings County,2792,787,697,90,3.118696725566576,18.6198578,71.5178604
712,36047098200,345646.000000000000000,0.000000000000000,Census Tract 982,New York,Kings County,4526,1786,1650,136,5.167136318661290,16.3722382,140.6484375
713,36047098400,112821.000000000000000,0.000000000000000,Census Tract 984,New York,Kings County,2233,720,665,55,6.381790624085942,17.5638294,118.2239990
714,36047098600,155971.000000000000000,0.000000000000000,Census Tract 986,New York,Kings County,2857,1138,989,149,7.296228144975669,18.4276276,98.8103485
715,36047098800,161941.000000000000000,0.000000000000000,Census Tract 988,New York,Kings County,3348,1146,1087,59,7.076651373030918,18.8761902,112.8611145
716,36047099000,163721.000000000000000,0.000000000000000,Census Tract 990,New York,Kings County,1742,556,505,51,3.396021280104568,24.1006298,76.6576080
717,36047099200,134602.000000000000000,0.000000000000000,Census Tract 992,New York,Kings County,2483,761,731,30,5.653704996953983,24.1364803,111.9054031
718,36047099400,173970.000000000000000,0.000000000000000,Census Tract 994,New York,Kings County,2057,683,634,49,3.925964246709203,22.2313766,122.7187500
719,36047099600,189693.000000000000000,0.000000000000000,Census Tract 996,New York,Kings County,3496,1215,1183,32,6.405086112824406,23.0045204,103.2405624
720,36047099800,419733.000000000000000,69968.000000000000000,Census Tract 998,New York,Kings County,4005,1514,1277,237,3.607054961130052,18.5892010,38.8203468
721,36047100400,132054.000000000000000,0.000000000000000,Census Tract 1004,New York,Kings County,3004,1013,932,81,7.671104245233010,20.9617138,64.1712341
722,36047100600,152116.000000000000000,0.000000000000000,Census Tract 1006,New York,Kings County,2809,963,897,66,6.330694995924163,22.2148895,112.1360931
723,36047100800,148898.000000000000000,0.000000000000000,Census Tract 1008,New York,Kings County,2236,725,654,71,4.869105024916387,21.7211990,136.0650940
724,36047101000,171343.000000000000000,0.000000000000000,Census Tract 1010,New York,Kings County,2293,885,860,25,5.165078234885581,21.2940884,131.5904236
725,36047101200,160761.000000000000000,0.000000000000000,Census Tract 1012,New York,Kings County,2324,915,844,71,5.691678951984623,20.1568832,109.7584305
726,36047101400,154954.000000000000000,0.000000000000000,Census Tract 1014,New York,Kings County,2169,906,828,78,5.846896498315629,18.1174507,102.3953476
727,36047101600,112418.000000000000000,0.000000000000000,Census Tract 1016,New York,Kings County,1710,550,520,30,4.892454944937644,17.7515240,107.3888855
728,36047101800,283765.000000000000000,0.000000000000000,Census Tract 1018,New York,Kings County,2176,853,753,100,3.006008492943105,17.7515240,107.3888855
729,36047102000,157042.000000000000000,0.000000000000000,Census Tract 1020,New York,Kings County,2261,719,719,0,4.578393041351995,14.5248499,88.7657166
730,36047102200,162849.000000000000000,0.000000000000000,Census Tract 1022,New York,Kings County,2364,875,766,109,5.373075671327426,16.7840977,105.1049728
731,36047102400,143125.000000000000000,0.000000000000000,Census Tract 1024,New York,Kings County,2245,703,658,45,4.911790393013100,17.4471798,92.4187469
732,36047102600,135920.000000000000000,0.000000000000000,Census Tract 1026,New York,Kings County,3193,1029,954,75,7.570629782224838,17.6208210,73.1666641
733,36047105801,418443.000000000000000,0.000000000000000,Census Tract 1058.01,New York,Kings County,6094,3560,3463,97,8.507729846120021,15.5020494,81.6142273
734,36047105804,770249.000000000000000,27109.000000000000000,Census Tract 1058.04,New York,Kings County,6831,3241,3092,149,4.207730227497861,14.0685844,104.2442017
735,36047107800,506528.000000000000000,0.000000000000000,Census Tract 1078,New York,Kings County,4667,1954,1859,95,3.857634721081559,17.6885681,126.9484940
736,36047109800,854382.000000000000000,0.000000000000000,Census Tract 1098,New York,Kings County,2460,692,641,51,0.809942157021098,19.1562634,24.3231583
737,36047110400,742525.000000000000000,0.000000000000000,Census Tract 1104,New York,Kings County,4811,1853,1697,156,2.495538870745093,16.2100754,88.5242157
738,36047110600,171053.000000000000000,0.000000000000000,Census Tract 1106,New York,Kings County,4994,2055,1902,153,12.013820277925555,15.9338675,42.3210526
739,36047111000,124982.000000000000000,0.000000000000000,Census Tract 1110,New York,Kings County,3120,1536,1440,96,12.289769726840666,16.8765430,66.2318878
740,36047111600,499698.000000000000000,0.000000000000000,Census Tract 1116,New York,Kings County,3617,1206,1027,179,2.413457728467995,18.5431461,95.6162186
741,36047111800,162313.000000000000000,0.000000000000000,Census Tract 1118,New York,Kings County,3953,1422,1260,162,8.760850948476092,16.6865444,111.0277786
742,36047112000,173004.000000000000000,0.000000000000000,Census Tract 1120,New York,Kings County,3353,1338,1158,180,7.733925227162377,16.6413689,126.7968750
743,36047112200,162285.000000000000000,0.000000000000000,Census Tract 1122,New York,Kings County,2946,1542,1420,122,9.501802384693596,17.2695560,153.5409851
744,36047112400,177849.000000000000000,0.000000000000000,Census Tract 1124,New York,Kings County,3938,1390,1245,145,7.815618867691130,17.4997597,119.2842636
745,36047112600,168500.000000000000000,0.000000000000000,Census Tract 1126,New York,Kings County,4029,1713,1625,88,10.166172106824925,20.2661572,143.8074799
746,36047112800,184193.000000000000000,0.000000000000000,Census Tract 1128,New York,Kings County,4024,1596,1429,167,8.664824396149690,20.1106968,143.6487732
747,36047113000,193832.000000000000000,0.000000000000000,Census Tract 1130,New York,Kings County,4087,1675,1560,115,8.641503982830493,19.7077065,143.6250000
748,36047113200,196193.000000000000000,0.000000000000000,Census Tract 1132,New York,Kings County,2315,733,695,38,3.736116986844587,18.7321968,162.6221161
749,36047113400,153420.000000000000000,0.000000000000000,Census Tract 1134,New York,Kings County,2566,1035,926,109,6.746186937817756,20.4120598,178.2958527
750,36047114201,300918.000000000000000,0.000000000000000,Census Tract 1142.01,New York,Kings County,1497,643,617,26,2.136794741424574,17.8468857,17.6135960
751,36047114202,119169.000000000000000,0.000000000000000,Census Tract 1142.02,New York,Kings County,3001,1009,939,70,8.466967080364860,17.0172653,117.6742401
752,36047114400,429912.000000000000000,0.000000000000000,Census Tract 1144,New York,Kings County,2849,850,769,81,1.977148811849867,21.4775581,90.0376587
753,36047114600,160101.000000000000000,0.000000000000000,Census Tract 1146,New York,Kings County,3119,919,845,74,5.740126545118394,18.8318157,166.5511322
754,36047115000,158250.000000000000000,0.000000000000000,Census Tract 1150,New York,Kings County,2839,951,862,89,6.009478672985782,18.2333508,154.7288208
755,36047115200,166136.000000000000000,0.000000000000000,Census Tract 1152,New York,Kings County,3664,1171,1073,98,7.048442240092454,20.6165371,141.1297302
756,36047115600,159862.000000000000000,0.000000000000000,Census Tract 1156,New York,Kings County,4320,1813,1751,62,11.341031639789318,21.8990879,89.3463669
757,36047115800,154981.000000000000000,0.000000000000000,Census Tract 1158,New York,Kings County,3020,1073,943,130,6.923429323594505,20.2212391,134.7398834
758,36047116000,151414.000000000000000,0.000000000000000,Census Tract 1160,New York,Kings County,2781,990,912,78,6.538365012482333,18.4538250,174.9578247
759,36047116200,143447.000000000000000,0.000000000000000,Census Tract 1162,New York,Kings County,2728,877,833,44,6.113756300236324,17.4134846,184.6415100
760,36047116400,181563.000000000000000,0.000000000000000,Census Tract 1164,New York,Kings County,4063,1282,1187,95,7.060909987166989,16.6863766,123.6716385
761,36047116600,159390.000000000000000,0.000000000000000,Census Tract 1166,New York,Kings County,3028,1138,1022,116,7.139720183198444,18.1185341,152.9491577
762,36047116800,143956.000000000000000,0.000000000000000,Census Tract 1168,New York,Kings County,2538,755,676,79,5.244658089971936,16.6933575,183.3962250
763,36047117000,153809.000000000000000,0.000000000000000,Census Tract 1170,New York,Kings County,1914,845,715,130,5.493826759162338,18.1645279,157.6315765
764,36047117201,129156.000000000000000,0.000000000000000,Census Tract 1172.01,New York,Kings County,2427,828,769,59,6.410851992938771,17.6253319,187.6690216
765,36047117202,151822.000000000000000,0.000000000000000,Census Tract 1172.02,New York,Kings County,4492,1593,1486,107,10.492550486754226,16.2990971,138.8035736
766,36047117400,212859.000000000000000,0.000000000000000,Census Tract 1174,New York,Kings County,3919,1564,1255,309,7.347586900248522,17.1739826,136.3404236
767,36047117601,152356.000000000000000,0.000000000000000,Census Tract 1176.01,New York,Kings County,3333,1084,1038,46,7.114915067342277,17.8820896,126.5928116
768,36047117602,143799.000000000000000,0.000000000000000,Census Tract 1176.02,New York,Kings County,2782,1128,945,183,7.844282644524649,17.6201553,155.7562561
769,36047117800,140598.000000000000000,0.000000000000000,Census Tract 1178,New York,Kings County,1924,609,544,65,4.331498314343021,16.9512501,202.2967682
770,36047118000,751605.000000000000000,0.000000000000000,Census Tract 1180,New York,Kings County,0,0,0,0,0.000000000000000,16.1315765,16.6778049
771,36047118201,126387.000000000000000,0.000000000000000,Census Tract 1182.01,New York,Kings County,3329,1015,931,84,8.030889252850372,17.5707512,128.9154968
772,36047118202,124326.000000000000000,0.000000000000000,Census Tract 1182.02,New York,Kings County,3581,1098,966,132,8.831620095555234,17.1150131,150.7826080
773,36047118400,204944.000000000000000,0.000000000000000,Census Tract 1184,New York,Kings County,4899,1764,1572,192,8.607229291904130,18.1353168,150.1973724
774,36047118600,131529.000000000000000,0.000000000000000,Census Tract 1186,New York,Kings County,3516,894,792,102,6.796980133658737,18.4522419,164.5714264
775,36047118800,174376.000000000000000,0.000000000000000,Census Tract 1188,New York,Kings County,4814,1319,1205,114,7.564114327659770,18.6683064,144.0466309
776,36047119000,140618.000000000000000,0.000000000000000,Census Tract 1190,New York,Kings County,2372,841,764,77,5.980742152498258,17.2414417,171.6792450
777,36047119200,225444.000000000000000,0.000000000000000,Census Tract 1192,New York,Kings County,3421,1338,1118,220,5.934955022089743,16.6454678,166.9090881
778,36047119400,182841.000000000000000,0.000000000000000,Census Tract 1194,New York,Kings County,5898,1505,1378,127,8.231195410219808,17.4777107,141.1323547
779,36047119600,306450.000000000000000,0.000000000000000,Census Tract 1196,New York,Kings County,5099,2211,1913,298,7.214880078316201,17.4843655,136.3500061
780,36047119800,326903.000000000000000,0.000000000000000,Census Tract 1198,New York,Kings County,3664,1195,1121,74,3.655518609495783,20.6781979,103.2657547
781,36047120000,150529.000000000000000,0.000000000000000,Census Tract 1200,New York,Kings County,2769,1033,937,96,6.862465039959077,17.4544945,115.3928604
782,36047120200,153052.000000000000000,0.000000000000000,Census Tract 1202,New York,Kings County,2160,593,563,30,3.874500169876904,17.2931614,149.4319458
783,36047121000,158707.000000000000000,0.000000000000000,Census Tract 1210,New York,Kings County,4237,1706,1706,0,10.749368332839762,16.9104156,62.1629219
784,36047121400,173354.000000000000000,0.000000000000000,Census Tract 1214,New York,Kings County,4720,1579,1562,17,9.108529367652318,16.8905392,49.6165810
785,36047122000,1090388.000000000000000,0.000000000000000,Census Tract 1220,New York,Kings County,6741,2357,2215,142,2.161615865178267,17.9646721,58.6523552
786,36047123700,321360.000000000000000,0.000000000000000,Census Tract 1237,New York,Kings County,8372,1470,1186,284,4.574309185959672,18.3544941,203.4201660
787,36047150200,319296.000000000000000,0.000000000000000,Census Tract 1502,New York,Kings County,2807,1094,1043,51,3.426287833233113,3.7520151,82.5384598
788,36047152200,389861.000000000000000,0.000000000000000,Census Tract 1522,New York,Kings County,3578,1413,1388,25,3.624368685249358,4.5846357,75.5046082
789,36061000500,843918.000000000000000,3485553.000000000000000,Census Tract 5,New York,New York County,0,38,0,38,0.045028071447700,8.9541626,10.3829556
790,36081000200,156595.000000000000000,0.000000000000000,Census Tract 2,New York,Queens County,2666,941,866,75,6.009131836904116,14.9259872,164.2890167
791,36081000400,224878.000000000000000,0.000000000000000,Census Tract 4,New York,Queens County,4692,1185,1059,126,5.269523919636425,16.8899040,176.0240936
792,36081000600,214286.000000000000000,0.000000000000000,Census Tract 6,New York,Queens County,4379,1205,984,221,5.623325835565553,16.5841656,168.0126038
793,36081000800,189824.000000000000000,0.000000000000000,Census Tract 8,New York,Queens County,3312,974,940,34,5.131068779501011,17.4995480,132.7075500
794,36081001000,161256.000000000000000,0.000000000000000,Census Tract 10,New York,Queens County,4845,1118,1089,29,6.933075358436275,17.7829781,143.5000000
795,36081001200,227157.000000000000000,0.000000000000000,Census Tract 12,New York,Queens County,3816,1273,1196,77,5.604053584085016,15.6713209,174.5928802
796,36081001400,213714.000000000000000,0.000000000000000,Census Tract 14,New York,Queens County,4166,1258,1155,103,5.886371505844259,15.5613470,171.9113922
797,36081001600,151499.000000000000000,0.000000000000000,Census Tract 16,New York,Queens County,2478,807,768,39,5.326767833451045,17.0807457,187.7440491
798,36081001800,177489.000000000000000,0.000000000000000,Census Tract 18,New York,Queens County,3058,915,857,58,5.155249057688082,16.2795753,153.0459137
799,36081003400,213987.000000000000000,0.000000000000000,Census Tract 34,New York,Queens County,2563,747,700,47,3.490866267577002,17.6771088,75.0801697
800,36081003600,180006.000000000000000,0.000000000000000,Census Tract 36,New York,Queens County,3811,1193,1067,126,6.627556859215805,18.1991425,149.0447693
801,36081004200,200287.000000000000000,0.000000000000000,Census Tract 42,New York,Queens County,4187,1139,1079,60,5.686839385481834,18.6451206,164.5656128
802,36081004401,262558.000000000000000,0.000000000000000,Census Tract 44.01,New York,Queens County,4238,1141,1093,48,4.345706472474654,18.1192265,155.3667755
803,36081005000,152728.000000000000000,0.000000000000000,Census Tract 50,New York,Queens County,0,0,0,0,0.000000000000000,17.1632080,21.5680466
804,36081005200,130623.000000000000000,0.000000000000000,Census Tract 52,New York,Queens County,2811,786,711,75,6.017317011552330,18.6890202,168.7034454
805,36081006202,1152998.000000000000000,42795.000000000000000,Census Tract 62.02,New York,Queens County,6739,2278,2115,163,1.975718951810844,16.2980213,62.4351921
806,36081055500,153716.000000000000000,0.000000000000000,Census Tract 555,New York,Queens County,2430,808,744,64,5.256446954123188,17.7731094,228.7058868
807,36081055900,158575.000000000000000,0.000000000000000,Census Tract 559,New York,Queens County,1149,384,346,38,2.421567081822481,17.8341408,113.8295441
808,36081056100,2822179.000000000000000,82983.000000000000000,Census Tract 561,New York,Queens County,20,8,8,0,0.002834689082443,16.0792484,14.7140207
809,36081056500,117784.000000000000000,0.000000000000000,Census Tract 565,New York,Queens County,1739,621,597,24,5.272362969503497,15.9890985,150.1145020
810,36081056700,313429.000000000000000,0.000000000000000,Census Tract 567,New York,Queens County,5430,1627,1581,46,5.190968289469066,15.2851667,140.9712677
811,36081091602,1277598.000000000000000,1124549.000000000000000,Census Tract 916.02,New York,Queens County,0,0,0,0,0.000000000000000,5.9938793,3.9308398
812,36081091800,1126443.000000000000000,2294294.000000000000000,Census Tract 918,New York,Queens County,13,8,8,0,0.007102001610379,5.9099565,6.1958432
813,36081092200,633705.000000000000000,699996.000000000000000,Census Tract 922,New York,Queens County,2273,880,818,62,1.388658760779858,10.3550701,52.4198570
814,36081092800,762718.000000000000000,897590.000000000000000,Census Tract 928,New York,Queens County,3925,1351,1282,69,1.771296862011910,9.3288288,62.4958687
815,36047001501,165240.000000000000000,0.000000000000000,Census Tract 15.01,New York,Kings County,5117,2426,2216,210,14.681675139191480,15.8754539,90.2983398
816,36047001502,142146.000000000000000,0.000000000000000,Census Tract 15.02,New York,Kings County,5074,2861,2636,225,20.127193167588253,17.6489754,97.1437531
817,36047001801,464952.000000000000000,252497.000000000000000,Census Tract 18.01,New York,Kings County,2021,0,0,0,0.000000000000000,,
818,36047001802,598065.000000000000000,456730.000000000000000,Census Tract 18.02,New York,Kings County,0,0,0,0,0.000000000000000,5.8317161,11.5144157
819,36047001803,614381.000000000000000,2637460.000000000000000,Census Tract 18.03,New York,Kings County,0,0,0,0,0.000000000000000,7.0245147,19.4459267
820,36047001804,342773.000000000000000,1393405.000000000000000,Census Tract 18.04,New York,Kings County,0,0,0,0,0.000000000000000,7.8807664,10.9705887
821,36047003101,149882.000000000000000,0.000000000000000,Census Tract 31.01,New York,Kings County,3608,1472,1378,94,9.821059233263501,16.0689850,113.0658646
822,36047003102,136297.000000000000000,0.000000000000000,Census Tract 31.02,New York,Kings County,0,0,0,0,0.000000000000000,14.4393940,12.0600004
823,36047005301,575471.000000000000000,2153435.000000000000000,Census Tract 53.01,New York,Kings County,2334,985,904,81,1.711641420679756,8.8335867,60.2744789
824,36047005302,779108.000000000000000,3225498.000000000000000,Census Tract 53.02,New York,Kings County,91,33,33,0,0.042356130343932,9.4913225,13.6800470
825,36047005303,297317.000000000000000,66967.000000000000000,Census Tract 53.03,New York,Kings County,0,0,0,0,0.000000000000000,,
826,36047006901,74434.000000000000000,0.000000000000000,Census Tract 69.01,New York,Kings County,1838,926,855,71,12.440551360937206,16.6689663,103.0120468
827,36047006902,104645.000000000000000,0.000000000000000,Census Tract 69.02,New York,Kings County,2157,887,860,27,8.476276936308471,17.1447258,145.0588226
828,36047009001,74547.000000000000000,0.000000000000000,Census Tract 90.01,New York,Kings County,1388,461,406,55,6.184018136209372,2.1382489,153.5357208
829,36047009002,73946.000000000000000,0.000000000000000,Census Tract 90.02,New York,Kings County,1392,445,435,10,6.017904957671814,1.8304298,159.9750061
830,36047009201,56593.000000000000000,0.000000000000000,Census Tract 92.01,New York,Kings County,2182,567,524,43,10.018906931952715,2.9969697,132.6774139
831,36047009202,56624.000000000000000,0.000000000000000,Census Tract 92.02,New York,Kings County,3653,1200,1172,28,21.192427239333142,3.9031770,76.5714264
832,36047009401,75483.000000000000000,0.000000000000000,Census Tract 94.01,New York,Kings County,2460,685,596,89,9.074891035067498,6.0102272,146.9058838
833,36047009402,75543.000000000000000,0.000000000000000,Census Tract 94.02,New York,Kings County,2970,976,947,29,12.919794024595264,6.3575482,132.3214264
834,36047010401,76142.000000000000000,0.000000000000000,Census Tract 104.01,New York,Kings County,2411,791,599,192,10.388484673373434,9.2942505,157.8705902
835,36047010402,76170.000000000000000,0.000000000000000,Census Tract 104.02,New York,Kings County,2207,836,669,167,10.975449652093999,10.0720720,102.7058792
836,36047010601,75434.000000000000000,0.000000000000000,Census Tract 106.01,New York,Kings County,2773,726,709,17,9.624307341517088,8.6534090,155.6470642
837,36047010602,75498.000000000000000,0.000000000000000,Census Tract 106.02,New York,Kings County,2185,606,526,80,8.026702694111101,9.5244598,144.9759064
838,36047010801,75490.000000000000000,0.000000000000000,Census Tract 108.01,New York,Kings County,1895,587,529,58,7.775864352894423,8.2894440,138.6097565
839,36047010802,75489.000000000000000,0.000000000000000,Census Tract 108.02,New York,Kings County,2413,796,682,114,10.544582654426474,8.6034088,107.9404755
840,36047011901,448425.000000000000000,21859.000000000000000,Census Tract 119.01,New York,Kings County,1382,658,569,89,1.467357975135195,17.6441689,100.7211151
841,36047011902,205872.000000000000000,41737.000000000000000,Census Tract 119.02,New York,Kings County,0,0,0,0,0.000000000000000,16.1541023,23.8539829
842,36047014101,75853.000000000000000,0.000000000000000,Census Tract 141.01,New York,Kings County,1036,497,428,69,6.552146915744927,12.1217585,176.9294128
843,36047014102,89630.000000000000000,0.000000000000000,Census Tract 141.02,New York,Kings County,2027,1018,837,181,11.357804306593774,10.1963606,93.2727280
844,36047014901,74973.000000000000000,0.000000000000000,Census Tract 149.01,New York,Kings County,1563,680,646,34,9.069931842129833,10.0080090,176.5975647
845,36047014902,174858.000000000000000,0.000000000000000,Census Tract 149.02,New York,Kings County,4707,1927,1898,29,11.020370815175744,7.0833740,97.2923050
846,36047031401,450195.000000000000000,226844.000000000000000,Census Tract 314.01,New York,Kings County,5157,1930,1807,123,4.287031175379558,8.5608902,136.3542480
847,36047031402,385464.000000000000000,183705.000000000000000,Census Tract 314.02,New York,Kings County,0,0,0,0,0.000000000000000,5.2683368,16.3412895
848,36047033701,98672.000000000000000,0.000000000000000,Census Tract 337.01,New York,Kings County,2603,982,899,83,9.952164747851468,20.5377941,128.4107208
849,36047033702,98915.000000000000000,0.000000000000000,Census Tract 337.02,New York,Kings County,1660,555,462,93,5.610878026588486,20.6715775,172.1666718
850,36047034901,69957.000000000000000,0.000000000000000,Census Tract 349.01,New York,Kings County,1937,837,775,62,11.964492473948281,20.5061417,85.7307663
851,36047034902,93256.000000000000000,0.000000000000000,Census Tract 349.02,New York,Kings County,3934,1723,1547,176,18.476022990477823,22.0000000,86.1176453
852,36047035101,69889.000000000000000,0.000000000000000,Census Tract 351.01,New York,Kings County,2565,1029,902,127,14.723347021705848,19.8002453,130.7368469
853,36047035102,93117.000000000000000,0.000000000000000,Census Tract 351.02,New York,Kings County,2659,892,862,30,9.579346413651644,21.8400726,140.2285767
854,36047035301,69917.000000000000000,0.000000000000000,Census Tract 353.01,New York,Kings County,2731,1147,1102,45,16.405166125548867,19.9509201,78.7792206
855,36047035302,93185.000000000000000,0.000000000000000,Census Tract 353.02,New York,Kings County,3022,1014,928,86,10.881579653377690,21.4977036,103.2352905
856,36047035701,69809.000000000000000,0.000000000000000,Census Tract 357.01,New York,Kings County,2414,1088,1020,68,15.585382973542094,18.7002449,80.2025299
857,36047035702,110255.000000000000000,0.000000000000000,Census Tract 357.02,New York,Kings County,0,0,0,0,0.000000000000000,20.2651634,8.4836063
858,36047050001,140050.000000000000000,0.000000000000000,Census Tract 500.01,New York,Kings County,2250,919,858,61,6.561942163513031,1.8969325,143.3121033
859,36047050002,62177.000000000000000,0.000000000000000,Census Tract 500.02,New York,Kings County,1966,722,675,47,11.612010872187465,2.0000000,94.9565201
860,36047050401,144970.000000000000000,0.000000000000000,Census Tract 504.01,New York,Kings County,3171,1265,1251,14,8.725943298613506,1.2560616,128.1509399
861,36047050402,84339.000000000000000,0.000000000000000,Census Tract 504.02,New York,Kings County,1758,923,913,10,10.943928668824624,1.3515704,96.2903214
862,36047059403,206719.000000000000000,0.000000000000000,Census Tract 594.03,New York,Kings County,3456,1402,1148,254,6.782153551439393,15.9297590,150.5633240
863,36047059404,213899.000000000000000,0.000000000000000,Census Tract 594.04,New York,Kings County,4313,1834,1714,120,8.574140131557417,13.2952271,123.5625000
864,36047070601,453432.000000000000000,7547.000000000000000,Census Tract 706.01,New York,Kings County,3468,1155,943,212,2.547239718414227,14.1255398,28.3405170
865,36047070602,1196753.000000000000000,895608.000000000000000,Census Tract 706.02,New York,Kings County,0,0,0,0,0.000000000000000,5.3414726,5.6210318
866,36047078601,87141.000000000000000,0.000000000000000,Census Tract 786.01,New York,Kings County,2475,1106,1079,27,12.692073765506478,8.1021614,127.7812500
867,36047078602,83930.000000000000000,0.000000000000000,Census Tract 786.02,New York,Kings County,2122,885,763,122,10.544501370189442,8.0347652,93.9255295
868,36047078801,93155.000000000000000,0.000000000000000,Census Tract 788.01,New York,Kings County,2208,858,770,88,9.210455692126025,9.2669106,138.3750000
869,36047078802,63958.000000000000000,0.000000000000000,Census Tract 788.02,New York,Kings County,1793,553,497,56,8.646299133806561,9.2922249,103.6901398
870,36047079001,60467.000000000000000,0.000000000000000,Census Tract 790.01,New York,Kings County,1747,535,456,79,8.847801280037045,9.0929899,171.5217438
871,36047079002,122521.000000000000000,0.000000000000000,Census Tract 790.02,New York,Kings County,3042,1495,1160,335,12.201989862962268,10.0885458,103.7956238
872,36047079201,108751.000000000000000,0.000000000000000,Census Tract 792.01,New York,Kings County,1200,558,467,91,5.130987301266195,10.8975573,185.4915314
873,36047079202,107940.000000000000000,0.000000000000000,Census Tract 792.02,New York,Kings County,2255,808,718,90,7.485640170465073,12.4725533,138.6147614
874,36047088001,81426.000000000000000,0.000000000000000,Census Tract 880.01,New York,Kings County,2135,840,760,80,10.316115245744603,25.9821053,124.8333359
875,36047088002,101053.000000000000000,0.000000000000000,Census Tract 880.02,New York,Kings County,1187,469,421,48,4.641128912550840,25.9618969,135.7719269
876,36047102801,153894.000000000000000,0.000000000000000,Census Tract 1028.01,New York,Kings County,1610,587,558,29,3.814313748424240,13.7278309,89.9122772
877,36047102802,864989.000000000000000,217164.000000000000000,Census Tract 1028.02,New York,Kings County,0,0,0,0,0.000000000000000,9.7323217,11.5735693
878,36047103401,176086.000000000000000,0.000000000000000,Census Tract 1034.01,New York,Kings County,4379,1727,1707,20,9.807707597423986,13.1578951,53.6923065
879,36047103402,490129.000000000000000,222181.000000000000000,Census Tract 1034.02,New York,Kings County,0,0,0,0,0.000000000000000,7.4689007,12.6091957
880,36047107001,1207191.000000000000000,0.000000000000000,Census Tract 1070.01,New York,Kings County,2992,1378,1290,88,1.141492936908907,19.2326431,11.4805679
881,36047107002,1981715.000000000000000,534948.000000000000000,Census Tract 1070.02,New York,Kings County,0,0,0,0,0.000000000000000,8.4549570,13.3089857
882,36047107003,275133.000000000000000,0.000000000000000,Census Tract 1070.03,New York,Kings County,0,0,0,0,0.000000000000000,18.2009792,9.6299210
883,36047120801,202188.000000000000000,0.000000000000000,Census Tract 1208.01,New York,Kings County,5672,1603,1498,105,7.928264783271015,17.4565125,123.7901764
884,36047120802,117296.000000000000000,0.000000000000000,Census Tract 1208.02,New York,Kings County,4556,1782,1696,86,15.192333924430502,16.3773727,36.2656250
885,36047120803,155241.000000000000000,0.000000000000000,Census Tract 1208.03,New York,Kings County,1916,664,633,31,4.277220579614921,17.2305145,140.3641663
886,36081091603,1886647.000000000000000,2775575.000000000000000,Census Tract 916.03,New York,Queens County,3782,2785,1403,1382,1.476163797467147,6.0000000,24.9683151
887,36081091604,2487379.000000000000000,2149056.000000000000000,Census Tract 916.04,New York,Queens County,0,0,0,0,0.000000000000000,6.0000000,7.8195300
888,36059409800,1567566.000000000000000,83143.000000000000000,Census Tract 4098,New York,Nassau County,6136,1534,1509,25,0.978587185483737,,
